#名前,"性別(0=両,1=男,2=女)","タイプ(0=両方,1=剣士,2=ガンナー)",レア度,スロット数,入手時期／集☆（99=集入手不可）,入手時期／村☆（99=村入手不可）,入手時期集村(0=or/1=and),初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数
艶戦流【腰当て】,2,2,10,1,11,99,0,69,93,-1,2,0,2,-2,痛撃,8,装填数,2,,,,,,,老山龍の重殻,3,老山龍の巨爪,2,獰猛な重尖爪,2,,
アカムトＸイッケク,0,1,10,1,13,99,0,134,172,4,0,-3,2,-5,聴覚保護,3,炎熱適応,2,剣術,2,鈍器,2,,,覇竜の重殻,4,覇竜の極大牙,3,覇竜の重尾,1,業炎袋,5
アカムトＸイッケタリ,0,2,10,1,13,99,0,80,104,4,0,-3,2,-4,聴覚保護,3,炎熱適応,2,精密射撃,2,貫通弾強化,2,,,覇竜の重殻,4,覇竜の極大牙,3,覇竜の重尾,1,業炎袋,5
アカムトXRイッケク,0,1,10,1,13,99,0,128,166,4,0,-3,2,-5,聴覚保護,8,,,,,,,,,巨竜結晶,1,獰猛な獄炎鱗,2,覇竜の重殻,6,獰猛化素材(Ｇ級pts),8
アカムトXRイッケタリ,0,2,10,1,13,99,0,76,100,4,0,-3,2,-4,聴覚保護,8,,,,,,,,,巨竜結晶,1,獰猛な獄炎鱗,2,覇竜の重殻,6,獰猛化素材(Ｇ級pts),8
ウカムルＸイッケク,0,1,10,1,13,99,0,136,174,-4,0,-3,4,-2,攻撃,4,寒冷適応,2,斬れ味,2,回復量,2,,,崩竜の重殻,4,崩竜の剛穿爪,3,崩竜の上ヒレ,4,瞬間凍結袋,5
ウカムルＸイッケタリ,0,2,10,1,13,99,0,81,105,-4,0,-3,4,-2,攻撃,4,寒冷適応,2,散弾強化,2,回復量,2,,,崩竜の重殻,4,崩竜の剛穿爪,3,崩竜の上ヒレ,4,瞬間凍結袋,5
荒天・真【帯】,0,1,10,0,13,99,0,132,170,-3,4,0,0,-5,本気,4,会心強化,3,回避性能,3,,,,,嵐龍の凄尾,1,嵐龍の飛膜,6,嵐龍の重殻,5,光り輝く体液,3
蒼天・真【帯】,0,2,10,0,13,99,0,79,103,-3,5,0,0,-5,会心強化,3,回避性能,3,本気,3,,,,,嵐龍の凄尾,1,嵐龍の飛膜,6,嵐龍の重殻,5,光り輝く体液,3
荒天戦流【帯】,0,1,10,1,13,99,0,128,166,-3,4,0,0,-5,本気,9,,,,,,,,,嵐龍の凄尾,3,獰猛な特大水袋,2,古龍の浄濃血,1,獰猛化素材(Ｇ級pts),8
蒼天戦流【帯】,0,2,10,1,13,99,0,76,100,-3,5,0,0,-5,本気,9,,,,,,,,,嵐龍の凄尾,3,獰猛な特大水袋,2,古龍の浄濃血,1,獰猛化素材(Ｇ級pts),8
骸装甲・真【腰骨】,0,1,10,2,13,99,0,126,164,-1,-1,-1,-1,-2,底力,2,逆上,2,窮地,2,回復速度,-3,,,重骸体殻,3,発光する濃粘液,1,剛骸棘殻,2,重竜骨,4
屍装甲・真【腰骨】,0,2,10,2,13,99,0,75,99,-1,-1,-1,-1,-1,底力,2,逆上,2,窮地,2,回復速度,-3,,,重骸体殻,3,発光する濃粘液,1,剛骸棘殻,2,重竜骨,4
アスリスタＸコイル,0,1,10,1,13,99,0,132,170,0,2,1,1,-4,チャンス,2,無心,2,ＳＰ延長,2,増幅,2,,,骸龍の鮮青斑皮,4,骸龍の烏賊巨骨,2,発光する濃粘液,1,鎧竜の延髄,2
アスリスタＸコート,0,2,10,1,13,99,0,79,103,0,2,1,1,-3,チャンス,2,無心,2,ＳＰ延長,2,増幅,2,,,骸龍の鮮青斑皮,4,骸龍の烏賊巨骨,2,発光する濃粘液,1,鎧竜の延髄,2
ネセトヒザム,0,1,10,2,13,99,0,134,172,2,-1,-2,0,2,秘術,3,護石強化,2,,,,,,,閣螳螂の美棘,2,閣螳螂の紫藍殻,2,金色の絲,4,冥カイコ,4
ネセトアンカ,0,2,10,2,13,99,0,80,104,3,-1,-2,0,2,秘術,3,護石強化,1,,,,,,,閣螳螂の美棘,2,閣螳螂の紫藍殻,2,金色の絲,4,冥カイコ,4
ドラゴンスパイン,0,1,10,1,13,99,0,134,172,-1,2,2,0,-4,匠,3,斬れ味,3,状態耐性,3,,,,,黒龍の重殻,1,黒龍の厚鱗,3,黒龍の剛翼,2,銀火竜の厚鱗,3
ドラゴンスケイル,0,2,10,1,13,99,0,80,104,-1,3,3,0,-4,通常弾強化,3,貫通弾強化,3,状態耐性,2,,,,,黒龍の重殻,1,黒龍の厚鱗,3,黒龍の剛翼,2,銀火竜の厚鱗,3
エスカドラＸマイト,0,1,10,0,13,99,0,136,174,0,0,0,0,-4,属性耐性,3,属性攻撃,2,属性会心,2,剛撃,2,,,★生産素材未入力,1,,,,,,
エスカドラＸフォルス,0,2,10,0,13,99,0,81,105,0,0,0,0,-4,属性耐性,2,属性攻撃,2,属性会心,2,剛撃,2,,,★生産素材未入力,1,,,,,,
エスカドラXRマイト,0,1,10,1,13,99,0,130,168,0,0,0,0,-4,属性耐性,8,属性会心,1,,,,,,,煌黒龍の妖尾,3,獰猛な蝕龍厚鱗,2,古龍の浄濃血,1,獰猛化素材(Ｇ級pts),8
エスカドラXRフォルス,0,2,10,1,13,99,0,78,102,0,0,0,0,-4,属性耐性,8,属性会心,1,,,,,,,煌黒龍の妖尾,3,獰猛な蝕龍厚鱗,2,古龍の浄濃血,1,獰猛化素材(Ｇ級pts),8
ミラバルスパイン,0,1,10,0,13,99,0,138,176,4,0,1,-2,-4,匠,4,スタミナ,3,怒,2,防御,-3,,,黒龍の紅焔殻,2,黒龍の紅焔鱗,3,黒龍の紅焔翼,3,古龍の浄濃血,1
ミラバルスケイル,0,2,10,1,13,99,0,82,106,5,0,1,-2,-4,通常弾強化,3,スタミナ,3,怒,1,防御,-3,,,黒龍の紅焔殻,2,黒龍の紅焔鱗,3,黒龍の紅焔翼,3,古龍の浄濃血,1
ミラバルXRスパイン,0,1,10,1,13,99,0,134,172,4,0,1,-2,-4,匠,6,根性,3,,,,,,,黒龍の紅焔殻,3,獰猛な重竜骨,3,古龍の浄濃血,3,黒龍(紅)素材(Ｇ級pts),8
ミラバルXRスケイル,0,2,10,1,13,99,0,80,104,5,0,1,-2,-4,変則射撃,6,根性,3,,,,,,,黒龍の紅焔殻,3,獰猛な重竜骨,3,古龍の浄濃血,3,黒龍(紅)素材(Ｇ級pts),8
ミラルーツスパイン,0,1,10,0,13,99,0,136,174,-2,1,4,0,-4,達人,4,体術,3,刀匠,2,運気,-3,,,祖龍の重殻,3,祖龍の厚白鱗,3,祖龍の剛翼,2,古龍の浄濃血,1
ミラルーツスケイル,0,2,10,0,13,99,0,81,105,-2,1,5,0,-4,達人,4,体術,3,射手,2,運気,-3,,,祖龍の重殻,3,祖龍の厚白鱗,3,祖龍の剛翼,2,古龍の浄濃血,1
異形フォールド,0,1,5,0,4,99,0,44,120,1,1,1,1,3,体力,3,笛,2,重撃,2,,,,,異形の骨,1,紫毒姫の甲殻,3,堅牢な骨,3,電気袋,4
異形コート,0,2,5,0,4,99,0,22,60,2,2,2,2,3,体力,3,笛,2,重撃,2,,,,,異形の骨,1,紫毒姫の甲殻,3,堅牢な骨,3,電気袋,4
異形Ｘフォールド,0,1,8,1,11,99,0,110,152,1,1,1,1,3,体力,3,笛,2,重撃,2,剛腕,2,,,異形の重骨,1,青電主の厚鱗,3,重厚な骨,3,雷電袋,4
異形Ｘコート,0,2,8,1,11,99,0,66,93,2,2,2,2,3,体力,3,笛,2,重撃,2,剛腕,2,,,異形の重骨,1,青電主の厚鱗,3,重厚な骨,3,雷電袋,4
LV1 紅兜フォールド,0,1,X,0,2,2,1,26,48,-2,2,1,-1,0,体術,3,防御,2,,,,,,,紅兜狩猟の証１,1,紅兜の毛,3,青熊獣の毛,5,異形の骨,2
LV1 紅兜コート,0,2,X,0,2,2,1,13,24,-2,3,1,-1,0,体術,3,防御,2,,,,,,,紅兜狩猟の証１,1,紅兜の毛,3,青熊獣の毛,5,異形の骨,2
LV6 紅兜フォールド,0,1,X,0,6,2,1,54,116,-2,2,1,-1,0,体術,3,防御,2,紅兜,2,,,,,紅兜狩猟の証６,1,紅兜の毛,2,,,,
LV6 紅兜コート,0,2,X,0,6,2,1,27,58,-2,3,1,-1,0,体術,3,防御,2,紅兜,2,,,,,紅兜狩猟の証６,1,紅兜の毛,2,,,,
LV14 紅兜フォールド,0,1,X,0,13,99,0,26,158,-2,2,1,-1,0,紅兜,2,防御,2,体術,3,真・紅兜,2,,,★生産素材未入力,1,,,,,,
LV14 紅兜コート,0,2,X,0,13,99,0,13,95,-2,3,1,-1,0,紅兜,2,防御,2,体術,3,真・紅兜,2,,,★生産素材未入力,1,,,,,,
LV1 大雪主フォールド,0,1,X,0,2,99,0,22,44,-4,3,-2,4,0,回復速度,3,跳躍,2,,,,,,,大雪主狩猟の証１,1,大雪主の毛,2,白兎獣の腹甲,5,異形の骨,2
LV1 大雪主コート,0,2,X,0,2,99,0,11,22,-4,3,-2,5,0,回復速度,3,跳躍,2,,,,,,,大雪主狩猟の証１,1,大雪主の毛,2,白兎獣の腹甲,5,異形の骨,2
LV6 大雪主フォールド,0,1,X,0,6,99,0,50,112,-4,3,-2,4,0,回復速度,3,跳躍,2,大雪主,2,,,,,大雪主狩猟の証６,1,大雪主の腹甲,2,,,,
LV6 大雪主コート,0,2,X,0,6,99,0,25,56,-4,3,-2,5,0,回復速度,3,跳躍,2,大雪主,2,,,,,大雪主狩猟の証６,1,大雪主の腹甲,2,,,,
LV14 大雪主フォールド,0,1,X,0,13,99,0,22,154,-4,3,-2,4,0,大雪主,2,跳躍,2,回復速度,3,真・大雪主,2,,,★生産素材未入力,1,,,,,,
LV14 大雪主コート,0,2,X,0,13,99,0,11,93,-4,3,-2,5,0,大雪主,2,跳躍,2,回復速度,3,真・大雪主,2,,,★生産素材未入力,1,,,,,,
LV1 矛砕フォールド,0,1,X,0,2,99,0,30,52,0,4,-4,0,0,泡沫,2,窮地,2,,,,,,,矛砕狩猟の証１,1,矛砕の甲殻,3,盾蟹の爪,5,竜骨【大】,4
LV1 矛砕コート,0,2,X,0,2,99,0,15,26,0,5,-4,0,0,泡沫,2,窮地,2,,,,,,,矛砕狩猟の証１,1,矛砕の甲殻,3,盾蟹の爪,5,竜骨【大】,4
LV6 矛砕フォールド,0,1,X,0,6,99,0,58,120,0,4,-4,0,0,泡沫,2,窮地,2,矛砕,3,,,,,矛砕狩猟の証６,1,矛砕の爪,2,,,,
LV6 矛砕コート,0,2,X,0,6,99,0,29,60,0,5,-4,0,0,泡沫,2,窮地,2,矛砕,2,,,,,矛砕狩猟の証６,1,矛砕の爪,2,,,,
LV14 矛砕フォールド,0,1,X,0,13,99,0,30,162,0,4,-4,0,0,矛砕,3,窮地,2,泡沫,2,真・矛砕,3,,,★生産素材未入力,1,,,,,,
LV14 矛砕コート,0,2,X,0,13,99,0,15,97,0,5,-4,0,0,矛砕,2,窮地,2,泡沫,2,真・矛砕,2,,,★生産素材未入力,1,,,,,,
LV1 紫毒姫フォールド,0,1,X,0,2,99,0,30,52,4,0,-1,0,-3,達人,3,特殊会心,2,,,,,,,紫毒姫狩猟の証１,1,紫毒姫の鱗,2,雌火竜の翼膜,4,異形の骨,2
LV1 紫毒姫コート,0,2,X,0,2,99,0,15,26,4,1,-1,1,-3,達人,3,特殊会心,2,,,,,,,紫毒姫狩猟の証１,1,紫毒姫の鱗,2,雌火竜の翼膜,4,異形の骨,2
LV6 紫毒姫フォールド,0,1,X,0,7,99,0,58,120,4,0,-1,0,-3,達人,3,特殊会心,2,紫毒姫,3,,,,,紫毒姫狩猟の証６,1,紫毒姫の甲殻,2,,,,
LV6 紫毒姫コート,0,2,X,0,7,99,0,29,60,4,1,-1,1,-3,達人,3,特殊会心,2,紫毒姫,2,,,,,紫毒姫狩猟の証６,1,紫毒姫の甲殻,2,,,,
LV14 紫毒姫フォールド,0,1,X,0,13,99,0,30,162,4,0,-1,0,-3,紫毒姫,3,特殊会心,2,達人,3,真・紫毒姫,3,,,★生産素材未入力,1,,,,,,
LV14 紫毒姫コート,0,2,X,0,13,99,0,15,97,4,1,-1,1,-3,紫毒姫,2,特殊会心,2,達人,3,真・紫毒姫,2,,,★生産素材未入力,1,,,,,,
LV1 岩穿フォールド,0,1,X,0,4,99,0,52,72,3,-3,-2,0,0,ガード性能,3,痛撃,2,,,,,,,岩穿狩猟の証１,1,岩穿の鱗,3,鬼蛙の上鱗,4,堅牢な骨,4
LV1 岩穿コート,0,2,X,0,4,99,0,26,36,4,-3,-2,1,1,装填速度,3,痛撃,2,,,,,,,岩穿狩猟の証１,1,岩穿の鱗,3,鬼蛙の上鱗,4,堅牢な骨,4
LV6 岩穿フォールド,0,1,X,0,6,99,0,76,106,3,-3,-2,0,0,ガード性能,3,痛撃,2,岩穿,2,,,,,岩穿狩猟の証６,1,岩穿の鱗,2,,,,
LV6 岩穿コート,0,2,X,0,6,99,0,38,53,4,-3,-2,1,1,装填速度,3,痛撃,2,岩穿,2,,,,,岩穿狩猟の証６,1,岩穿の鱗,2,,,,
LV14 岩穿フォールド,0,1,X,0,13,99,0,52,160,3,-3,-2,0,0,岩穿,2,痛撃,2,ガード性能,3,真・岩穿,2,,,★生産素材未入力,1,,,,,,
LV14 岩穿コート,0,2,X,0,13,99,0,26,96,4,-3,-2,1,1,岩穿,2,痛撃,2,装填速度,3,真・岩穿,2,,,★生産素材未入力,1,,,,,,
LV1 白疾風フォールド,0,1,X,0,5,2,1,44,64,-2,1,-3,0,0,会心強化,2,回避距離,2,,,,,,,白疾風狩猟の証１,1,白疾風の黒毛,3,迅竜の鋭刃翼,4,迅竜の尻尾,3
LV1 白疾風コート,0,2,X,0,5,2,1,22,32,-2,1,-3,1,1,会心強化,2,回避距離,2,,,,,,,白疾風狩猟の証１,1,白疾風の黒毛,3,迅竜の鋭刃翼,4,迅竜の尻尾,3
LV6 白疾風フォールド,0,1,X,0,7,2,1,68,98,-2,1,-3,0,0,会心強化,2,回避距離,2,白疾風,2,,,,,白疾風狩猟の証６,1,白疾風の黒毛,2,,,,
LV6 白疾風コート,0,2,X,0,7,2,1,34,49,-2,1,-3,1,1,会心強化,2,回避距離,2,白疾風,2,,,,,白疾風狩猟の証６,1,白疾風の黒毛,2,,,,
LV14 白疾風フォールド,0,1,X,0,13,99,0,44,152,-2,1,-3,0,0,白疾風,2,回避距離,2,会心強化,2,真・白疾風,2,,,★生産素材未入力,1,,,,,,
LV14 白疾風コート,0,2,X,0,13,99,0,22,92,-2,1,-3,1,1,白疾風,2,回避距離,2,会心強化,2,真・白疾風,2,,,★生産素材未入力,1,,,,,,
LV1 宝纏フォールド,0,1,X,0,5,99,0,70,90,4,-4,1,1,-2,チャンス,3,運気,3,,,,,,,宝纏狩猟の証１,1,宝纏の鱗,3,爆鎚竜の上鱗,5,尖竜骨,4
LV1 宝纏コート,0,2,X,0,5,99,0,35,45,5,-4,1,1,-2,チャンス,3,運気,3,,,,,,,宝纏狩猟の証１,1,宝纏の鱗,3,爆鎚竜の上鱗,5,尖竜骨,4
LV6 宝纏フォールド,0,1,X,0,7,99,0,94,124,4,-4,1,1,-2,チャンス,3,運気,3,宝纏,2,,,,,宝纏狩猟の証６,1,宝纏の宝顎,2,,,,
LV6 宝纏コート,0,2,X,0,7,99,0,47,62,5,-4,1,1,-2,チャンス,3,運気,3,宝纏,2,,,,,宝纏狩猟の証６,1,宝纏の宝顎,2,,,,
LV14 宝纏フォールド,0,1,X,0,13,99,0,70,178,4,-4,1,1,-2,宝纏,2,チャンス,3,運気,3,真・宝纏,2,,,★生産素材未入力,1,,,,,,
LV14 宝纏コート,0,2,X,0,13,99,0,35,105,5,-4,1,1,-2,宝纏,2,チャンス,3,運気,3,真・宝纏,2,,,★生産素材未入力,1,,,,,,
LV1 隻眼フォールド,0,1,X,0,5,99,0,66,86,2,-4,2,-2,0,根性,3,連撃,2,,,,,,,隻眼狩猟の証１,1,隻眼の鱗,4,黒狼鳥の尻尾,2,異形の骨,2
LV1 隻眼コート,0,2,X,0,5,99,0,33,43,3,-4,3,-2,0,根性,3,連撃,2,,,,,,,隻眼狩猟の証１,1,隻眼の鱗,4,黒狼鳥の尻尾,2,異形の骨,2
LV6 隻眼フォールド,0,1,X,0,7,99,0,90,120,2,-4,2,-2,0,根性,3,連撃,2,隻眼,2,,,,,隻眼狩猟の証６,1,隻眼の甲殻,2,,,,
LV6 隻眼コート,0,2,X,0,7,99,0,45,60,3,-4,3,-2,0,根性,3,連撃,2,隻眼,2,,,,,隻眼狩猟の証６,1,隻眼の甲殻,2,,,,
LV14 隻眼フォールド,0,1,X,0,13,99,0,66,174,2,-4,2,-2,0,隻眼,2,根性,3,連撃,2,真・隻眼,2,,,★生産素材未入力,1,,,,,,
LV14 隻眼コート,0,2,X,0,13,99,0,33,103,3,-4,3,-2,0,隻眼,2,根性,3,連撃,2,真・隻眼,2,,,★生産素材未入力,1,,,,,,
LV1 黒炎王フォールド,0,1,X,0,6,99,0,68,88,5,0,-2,0,-3,聴覚保護,3,痛撃,2,,,,,,,黒炎王狩猟の証１,1,黒炎王の甲殻,3,火竜の尻尾,3,堅竜骨,5
LV1 黒炎王コート,0,2,X,0,6,99,0,34,44,5,1,-2,1,-3,聴覚保護,3,痛撃,2,,,,,,,黒炎王狩猟の証１,1,黒炎王の甲殻,3,火竜の尻尾,3,堅竜骨,5
LV6 黒炎王フォールド,0,1,X,0,7,99,0,92,122,5,0,-2,0,-3,聴覚保護,3,痛撃,2,黒炎王,3,,,,,黒炎王狩猟の証６,1,黒炎王の堅殻,2,,,,
LV6 黒炎王コート,0,2,X,0,7,99,0,46,61,5,1,-2,1,-3,聴覚保護,3,痛撃,2,黒炎王,2,,,,,黒炎王狩猟の証６,1,黒炎王の堅殻,2,,,,
LV14 黒炎王フォールド,0,1,X,0,13,99,0,68,168,5,0,-2,0,-3,黒炎王,3,痛撃,2,聴覚保護,3,真・黒炎王,3,,,★生産素材未入力,1,,,,,,
LV14 黒炎王コート,0,2,X,0,13,99,0,34,100,5,1,-2,1,-3,黒炎王,2,痛撃,2,聴覚保護,3,真・黒炎王,2,,,★生産素材未入力,1,,,,,,
LV1 金雷公フォールド,0,1,X,0,6,99,0,68,88,0,0,4,-3,1,狂撃耐性,2,スタミナ,2,,,,,,,金雷公狩猟の証１,1,金雷公の甲殻,3,雷狼竜の尻尾,2,堅竜骨,4
LV1 金雷公コート,0,2,X,0,6,99,0,34,44,0,0,5,-3,1,狂撃耐性,2,スタミナ,2,,,,,,,金雷公狩猟の証１,1,金雷公の甲殻,3,雷狼竜の尻尾,2,堅竜骨,4
LV6 金雷公フォールド,0,1,X,0,7,99,0,92,122,0,0,4,-3,1,狂撃耐性,2,スタミナ,2,金雷公,2,,,,,金雷公狩猟の証６,1,金雷公の甲殻,2,,,,
LV6 金雷公コート,0,2,X,0,7,99,0,46,61,0,0,5,-3,1,狂撃耐性,2,スタミナ,2,金雷公,2,,,,,金雷公狩猟の証６,1,金雷公の甲殻,2,,,,
LV14 金雷公フォールド,0,1,X,0,13,99,0,68,176,0,0,4,-3,1,金雷公,2,スタミナ,2,狂撃耐性,2,真・金雷公,3,,,★生産素材未入力,1,,,,,,
LV14 金雷公コート,0,2,X,0,13,99,0,34,104,0,0,5,-3,1,金雷公,2,スタミナ,2,狂撃耐性,2,真・金雷公,2,,,★生産素材未入力,1,,,,,,
LV1 荒鉤爪フォールド,0,1,X,0,6,99,0,70,90,2,1,-4,1,-2,抜刀会心,2,重撃,2,,,,,,,荒鉤爪狩猟の証１,1,荒鉤爪の甲殻,3,轟竜の尻尾,3,異形の骨,2
LV1 荒鉤爪コート,0,2,X,0,6,99,0,35,45,3,1,-4,1,-2,通常弾強化,2,重撃,2,,,,,,,荒鉤爪狩猟の証１,1,荒鉤爪の甲殻,3,轟竜の尻尾,3,異形の骨,2
LV6 荒鉤爪フォールド,0,1,X,0,7,99,0,94,124,2,1,-4,1,-2,抜刀会心,2,重撃,2,荒鉤爪,2,,,,,荒鉤爪狩猟の証６,1,荒鉤爪の鱗,2,,,,
LV6 荒鉤爪コート,0,2,X,0,7,99,0,47,62,3,1,-4,1,-2,通常弾強化,2,重撃,2,荒鉤爪,2,,,,,荒鉤爪狩猟の証６,1,荒鉤爪の鱗,2,,,,
LV14 荒鉤爪フォールド,0,1,X,0,13,99,0,70,178,2,1,-4,1,-2,荒鉤爪,2,重撃,2,抜刀会心,2,真・荒鉤爪,3,,,★生産素材未入力,1,,,,,,
LV14 荒鉤爪コート,0,2,X,0,13,99,0,35,105,3,1,-4,1,-2,荒鉤爪,2,重撃,2,通常弾強化,2,真・荒鉤爪,2,,,★生産素材未入力,1,,,,,,
LV1 燼滅刃フォールド,0,1,X,0,6,99,0,70,90,4,-3,1,-2,0,研磨術,2,加護,2,,,,,,,燼滅刃狩猟の証１,1,燼滅刃の甲殻,2,斬竜の尻尾,2,異形の骨,2
LV1 燼滅刃コート,0,2,X,0,6,99,0,35,45,4,-3,1,-2,0,研磨術,2,加護,2,,,,,,,燼滅刃狩猟の証１,1,燼滅刃の甲殻,2,斬竜の尻尾,2,異形の骨,2
LV6 燼滅刃フォールド,0,1,X,0,7,99,0,94,124,4,-3,1,-2,0,研磨術,2,加護,2,燼滅刃,3,,,,,燼滅刃狩猟の証６,1,燼滅刃の鱗,2,,,,
LV6 燼滅刃コート,0,2,X,0,7,99,0,47,62,4,-3,1,-2,0,研磨術,2,加護,2,燼滅刃,2,,,,,燼滅刃狩猟の証６,1,燼滅刃の鱗,2,,,,
LV14 燼滅刃フォールド,0,1,X,0,13,99,0,70,178,4,-3,1,-2,0,燼滅刃,3,研磨術,2,加護,2,真・燼滅刃,3,,,★生産素材未入力,1,,,,,,
LV14 燼滅刃コート,0,2,X,0,13,99,0,35,105,4,-3,1,-2,0,燼滅刃,2,研磨術,2,加護,2,真・燼滅刃,2,,,★生産素材未入力,1,,,,,,
LV1 朧隠フォールド,0,1,X,0,10,99,0,106,156,-2,-3,1,1,1,朧隠,3,気配,2,無心,2,,,,,★生産素材未入力,1,,,,,,
LV1 朧隠コート,0,2,X,0,10,99,0,63,93,-1,-3,1,1,1,朧隠,2,気配,2,無心,2,,,,,★生産素材未入力,1,,,,,,
LV4 朧隠フォールド,0,1,X,0,13,99,0,106,156,-2,-3,1,1,1,朧隠,3,気配,2,無心,2,真・朧隠,3,,,★生産素材未入力,1,,,,,,
LV4 朧隠コート,0,2,X,0,13,99,0,63,93,-1,-3,1,1,1,朧隠,2,気配,2,無心,2,真・朧隠,2,,,★生産素材未入力,1,,,,,,
LV1 鎧裂フォールド,0,1,X,0,10,99,0,110,160,1,3,-2,-1,0,鎧裂,3,ガード強化,2,斬れ味,2,,,,,鎧裂狩猟の証１,1,鎧裂の重殻,3,鎌蟹の重脚,4,異形の堅骨,2
LV1 鎧裂コート,0,2,X,0,10,99,0,66,96,2,3,-2,-1,0,鎧裂,2,ガード強化,2,貫通弾強化,2,,,,,鎧裂狩猟の証１,1,鎧裂の重殻,3,鎌蟹の重脚,4,異形の堅骨,2
LV4 鎧裂フォールド,0,1,X,0,13,99,0,110,160,1,3,-2,-1,0,鎧裂,3,ガード強化,2,斬れ味,2,真・鎧裂,3,,,★生産素材未入力,1,,,,,,
LV4 鎧裂コート,0,2,X,0,13,99,0,66,96,2,3,-2,-1,0,鎧裂,2,ガード強化,2,貫通弾強化,2,真・鎧裂,2,,,★生産素材未入力,1,,,,,,
LV1 天眼フォールド,0,1,X,0,11,99,0,116,174,0,3,-3,1,-2,天眼,3,泡沫,2,回避術,2,,,,,★生産素材未入力,1,,,,,,
LV1 天眼コート,0,2,X,0,11,99,0,69,104,0,3,-2,1,-2,天眼,2,泡沫,2,回避術,2,,,,,★生産素材未入力,1,,,,,,
LV4 天眼フォールド,0,1,X,0,13,99,0,116,174,0,3,-3,1,-2,天眼,3,泡沫,2,回避術,2,真・天眼,3,,,★生産素材未入力,1,,,,,,
LV4 天眼コート,0,2,X,0,13,99,0,69,104,0,3,-2,1,-2,天眼,2,泡沫,2,回避術,2,真・天眼,2,,,★生産素材未入力,1,,,,,,
LV1 青電主フォールド,0,1,X,0,11,99,0,118,176,-1,-1,3,-3,2,青電主,3,連撃,2,跳躍,2,,,,,青電主狩猟の証１,1,青電主の厚鱗,2,電竜の剛翼爪,3,異形の堅骨,2
LV1 青電主コート,0,2,X,0,11,99,0,70,105,-1,-1,4,-3,2,青電主,2,連撃,2,跳躍,2,,,,,青電主狩猟の証１,1,青電主の厚鱗,2,電竜の剛翼爪,3,異形の堅骨,2
LV4 青電主フォールド,0,1,X,0,13,99,0,118,176,-1,-1,3,-3,2,青電主,3,連撃,2,跳躍,2,真・青電主,3,,,★生産素材未入力,1,,,,,,
LV4 青電主コート,0,2,X,0,13,99,0,70,105,-1,-1,4,-3,2,青電主,2,連撃,2,跳躍,2,真・青電主,2,,,★生産素材未入力,1,,,,,,
LV1 銀嶺フォールド,0,1,X,0,11,99,0,122,180,-3,2,-2,3,2,銀嶺,3,溜め短縮,2,気力回復,2,,,,,★生産素材未入力,1,,,,,,
LV1 銀嶺コート,0,2,X,0,11,99,0,73,108,-3,2,-2,4,2,銀嶺,2,溜め短縮,2,気力回復,2,,,,,★生産素材未入力,1,,,,,,
LV4 銀嶺フォールド,0,1,X,0,13,99,0,122,180,-3,2,-2,3,2,銀嶺,3,溜め短縮,2,気力回復,2,真・銀嶺,3,,,★生産素材未入力,1,,,,,,
LV4 銀嶺コート,0,2,X,0,13,99,0,73,108,-3,2,-2,4,2,銀嶺,2,溜め短縮,2,気力回復,2,真・銀嶺,2,,,★生産素材未入力,1,,,,,,
LV1 鏖魔フォールド,0,1,X,0,13,99,0,122,180,4,-3,-1,-1,-1,鏖魔,3,裏会心,2,逆上,2,,,,,★生産素材未入力,1,,,,,,
LV1 鏖魔コート,0,2,X,0,13,99,0,73,108,5,-3,-1,-1,-1,鏖魔,2,裏会心,2,逆上,2,,,,,★生産素材未入力,1,,,,,,
LV4 鏖魔フォールド,0,1,X,0,13,99,0,122,180,4,-3,-1,-1,-1,鏖魔,3,裏会心,2,逆上,2,真・鏖魔,3,,,★生産素材未入力,1,,,,,,
LV4 鏖魔コート,0,2,X,0,13,99,0,73,108,5,-3,-1,-1,-1,鏖魔,2,裏会心,2,逆上,2,真・鏖魔,2,,,★生産素材未入力,1,,,,,,
瑞星【腰当て】,1,1,3,1,2,99,0,24,74,1,1,1,1,1,スタミナ,2,本気,2,気絶,-2,,,,,スタジオパス,1,斬竜の尾刃片,3,斬竜の鱗,4,青熊獣の毛,4
景星【腰当て】,1,2,3,1,2,99,0,12,37,2,2,2,2,2,スタミナ,2,本気,2,気絶,-2,,,,,スタジオパス,1,斬竜の尾刃片,3,斬竜の鱗,4,青熊獣の毛,4
夢見【腰当て】,2,1,3,1,2,99,0,24,74,1,1,1,1,1,本気,3,スタミナ,2,連撃,1,,,,,スタジオパス,1,斬竜の尾刃片,3,斬竜の鱗,4,青熊獣の毛,4
夢語【腰当て】,2,2,3,1,2,99,0,12,37,2,2,2,2,2,本気,3,スタミナ,2,連撃,1,,,,,スタジオパス,1,斬竜の尾刃片,3,斬竜の鱗,4,青熊獣の毛,4
海賊Ｊコイル,0,1,6,0,6,99,0,52,124,0,0,0,0,0,運気,3,護石王,2,気まぐれ,-2,,,,,海賊Ｊチケット,1,獰猛化溶岩竜鱗,1,溶岩竜の上鱗,5,炎戈竜の尻尾,2
